DATE_TIME,demand,solar_output,wind_output,SoC,grid_price,ambient_temperature,module_temperature,irradiation
2021-11-01 00:00:00,1268.3780989583333,0.0,35.97097696940104,0.5031429360370976,0.1,26.10858376884468,37.367321661940196,0.13425770151265598
2021-11-01 01:00:00,1250.1908463541668,0.0,37.737670694986974,0.5256025452297237,0.1,23.977103258893194,29.3214160103008,0.0
2021-11-01 02:00:00,1224.9356901041667,0.0,35.77656494140625,0.518070753950195,0.1,28.291169341179863,37.12976026712953,0.017581487314317374
2021-11-01 03:00:00,1216.79947265625,0.0,32.024136759440104,0.5290718984098511,0.1,30.147317497199428,38.64655187264815,0.0
2021-11-01 04:00:00,1239.3409049479167,0.0,31.72589599609375,0.52882787493169,0.1,31.83024898768376,47.6943348388355,0.05336359141164317
2021-11-01 05:00:00,1324.2944270833334,0.0,30.414621378580726,0.5335111539341051,0.1,27.56259660566826,38.439536146573126,0.0
2021-11-01 06:00:00,1426.8659375,1.7795189909140268,28.839565633138022,0.5269965793310567,0.1,33.16217621746591,39.929860960374306,0.13195685827597595
2021-11-01 07:00:00,1505.2237239583335,26.517761993408204,27.26465128580729,0.5202677035282646,0.1,33.75003774294858,41.41964397514363,0.24295527450505566
2021-11-01 08:00:00,1533.3087369791665,89.4094783528646,24.196124267578124,0.5077591045919794,0.1,30.680111777492748,39.54447557990658,1.0392391231758287
2021-11-01 09:00:00,1554.2550911458334,134.83269775390625,21.030728149414063,0.4930790588013025,0.1,26.98911836622678,38.076221092401404,1.3702125895367845
2021-11-01 10:00:00,1567.57078125,197.69628011067707,24.00822713216146,0.49979066028114644,0.1,27.37346304642288,38.8282258849096,1.8719810436925362
2021-11-01 11:00:00,1549.3302604166665,212.55956868489582,28.359529622395836,0.49442683083264644,0.1,26.728582358418958,37.3300302864933,2.179852139639438
2021-11-01 12:00:00,1553.4929817708335,186.56965006510418,25.504466959635415,0.5198776882631414,0.1,26.07060864060448,35.44131290369568,1.9074557133848422
2021-11-01 13:00:00,1503.226171875,211.52718098958331,22.163131103515624,0.5151417138159333,0.1,24.279549502917966,33.87154853034694,2.104570747747346
2021-11-01 14:00:00,1499.3241276041665,193.04104166666667,20.53367818196615,0.5218689665388305,0.1,23.592011908932598,33.20510422969024,1.8555745514610829
2021-11-01 15:00:00,1457.3769401041666,130.38092122395835,21.774952596028648,0.522420404387899,0.1,21.812654202532386,26.46392451067473,1.389872875878299
2021-11-01 16:00:00,1486.8052734375,76.9920731608073,22.180536702473958,0.5041674564498676,0.1,21.729768793245658,31.545893928314616,0.6733985731546048
2021-11-01 17:00:00,1530.4743359375,15.487037849426269,24.43056579589844,0.4907076508380368,0.1,19.779005649375396,28.04724348199228,0.06886872579602692
2021-11-01 18:00:00,1656.0277248046818,0.29775805711746217,29.230057576497398,0.4756025398871651,0.15000000000000002,19.853308189178428,24.894817526824234,0.05572485014428599
2021-11-01 19:00:00,1591.5664861466373,0.0,31.210144653320313,0.4902917659103891,0.15000000000000002,19.54800215074469,36.80164988485414,0.0
2021-11-01 20:00:00,1548.6570362213233,0.0,30.79259521484375,0.5032769154156129,0.15000000000000002,25.034073673229315,35.96798449119067,0.0
2021-11-01 21:00:00,1455.9287982010353,0.0,33.27811889648437,0.5225539754842947,0.15000000000000002,24.921949289559272,34.96125906439416,0.0
2021-11-01 22:00:00,1404.906985570319,0.0,38.62736612955729,0.500349730611883,0.15000000000000002,24.140270003170592,33.02688603138322,0.03845551039892118
2021-11-01 23:00:00,1318.0124869791666,0.0,41.30356526692708,0.48665624890847226,0.1,26.886204392166235,39.07687176811229,0.0
2021-11-02 00:00:00,1281.0134049479168,0.0,41.47703592936198,0.49270417227364843,0.1,27.12660430109913,33.63970352347808,0.0
2021-11-02 01:00:00,1257.7503515625,0.0,36.74560384114584,0.4850286359107152,0.1,27.18631916768408,36.24820629185564,0.02397879762204687
2021-11-02 02:00:00,1239.2512630208332,0.0,33.04215983072916,0.49197115229948335,0.1,25.018538941103998,32.16202629308178,0.04342418282294853
2021-11-02 03:00:00,1231.08265625,0.0,29.534710489908854,0.48751738162578334,0.1,28.540887688825823,40.70557624983988,0.009772387430601036
2021-11-02 04:00:00,1256.4484895833332,0.0,30.911927897135413,0.4820399722640243,0.1,29.189732858028854,36.709509420470894,0.0
2021-11-02 05:00:00,1329.10068359375,0.0,25.7893896484375,0.4638806286786422,0.1,28.09316040840439,41.39714384330548,0.0
2021-11-02 06:00:00,1439.3255729166665,1.9093812449773153,25.964957682291665,0.45811313481995286,0.1,27.55735707393013,37.259530911118766,0.0
2021-11-02 07:00:00,1537.95984375,36.67759694417318,24.28937703450521,0.46181983002146454,0.1,31.344749447722755,43.66821973820392,0.36983911028658073
2021-11-02 08:00:00,1554.095703125,105.60940185546875,26.074977823893228,0.4519401911917186,0.1,30.508817286807187,41.70839393991981,1.162863318924478
2021-11-02 09:00:00,1578.794453125,176.90011393229167,29.778861490885415,0.45262713345585,0.1,26.730421568940876,39.90815607092743,1.6617549687115567
2021-11-02 10:00:00,1594.6276302083334,221.09006510416668,33.79071126302083,0.4421594463910326,0.1,26.537924610270984,33.73239482218541,2.2179270383790457
2021-11-02 11:00:00,1595.7666276041666,243.9211865234375,34.289267578125,0.4344150443419609,0.1,29.146221394964297,41.863090949804224,2.486916221787528
2021-11-02 12:00:00,1568.860390625,239.562109375,34.303587646484374,0.42736511663815613,0.1,23.774288596110242,28.18652263642245,2.364668131892547
2021-11-02 13:00:00,1517.4339322916667,223.4217431640625,34.80917399088541,0.4320114823576786,0.1,24.577184205498366,34.70656449183943,2.1033099591748825
2021-11-02 14:00:00,1517.9803515625,184.132353515625,31.178764851888022,0.44059397073210116,0.1,22.6501250240074,31.012359227098358,1.720933912378016
2021-11-02 15:00:00,1517.943515625,134.62792399088542,28.17293986002604,0.45897526483621487,0.1,23.006874659334756,28.793250507349644,1.3428243471498305
2021-11-02 16:00:00,1504.1068229166665,63.073809000651046,29.67754536946615,0.46676782420973556,0.1,19.48733929890831,26.80677292392829,0.568702346296478
2021-11-02 17:00:00,1554.3910026041665,12.995821444193522,34.11062459309896,0.4704057647888957,0.1,20.880219446778238,28.95825226794024,0.0
2021-11-02 18:00:00,1663.3474372225098,0.3254957358042399,36.76337870279948,0.4881547387691766,0.15000000000000002,20.867126777835118,30.27747173152352,0.0
2021-11-02 19:00:00,1607.790098211994,0.0,49.20403157552083,0.4909000255087891,0.15000000000000002,21.160414104156462,29.585865148608885,0.0
2021-11-02 20:00:00,1504.707847227822,0.0,59.035732421875,0.49704363072574537,0.15000000000000002,21.357702320146398,31.597780240765363,0.0731676373791144
2021-11-02 21:00:00,1445.6880790615792,0.0,61.3930008951823,0.5066079619827099,0.15000000000000002,22.683366358398846,30.192891411633134,0.0
2021-11-02 22:00:00,1396.150379373103,0.0,63.53342895507812,0.5083449490718772,0.15000000000000002,27.413222287244984,35.982649184240984,0.14030790223073428
2021-11-02 23:00:00,1312.1081315104166,0.0,65.42879028320313,0.507663893237332,0.1,29.35818195117297,38.49098375605038,0.21420408483330391
2021-11-03 00:00:00,1278.2318684895833,0.0,67.03531778971355,0.5059987456613073,0.1,24.25124934156992,34.797538008562185,0.0
2021-11-03 01:00:00,1252.9244140625,0.0,62.03908610026042,0.5002707393230271,0.1,22.18729088795097,34.73383273346365,0.0
2021-11-03 02:00:00,1236.0737174479168,0.0,58.63594523111979,0.49530972421125763,0.1,29.22067222458731,41.78166124578345,0.0925710553605489
2021-11-03 03:00:00,1225.3707161458333,0.0,50.65220825195313,0.5059300199210197,0.1,29.437720448878636,40.15017242428513,0.10659398973847442
2021-11-03 04:00:00,1244.4195377604167,0.0,46.75053059895833,0.4949620949062822,0.1,31.98189236043272,43.27265141024952,0.0
2021-11-03 05:00:00,1327.6166471354165,0.0,45.67483479817708,0.4963402038716295,0.1,30.929082554019338,41.864683301555765,0.0
2021-11-03 06:00:00,1422.9211328125,1.619298138419787,45.93111897786458,0.4961029219505706,0.1,30.646889502194803,39.70296297460416,0.0
2021-11-03 07:00:00,1516.4940234375,23.82645060221354,46.30136962890625,0.48185143743616343,0.1,32.61712394634315,45.318872954196785,0.1530954690904162
2021-11-03 08:00:00,1541.3717057291665,72.86143513997395,42.09636169433594,0.49023327249402376,0.1,32.397369818893246,39.653926541441955,0.8197642129723994
2021-11-03 09:00:00,1568.5260807291666,131.75331461588542,30.657708129882813,0.4768700782530825,0.1,26.292095411514104,30.147659006602566,1.3330755950449933
2021-11-03 10:00:00,1580.7508854166665,167.12431233723956,27.049833374023436,0.4694175993399143,0.1,26.396469248864197,33.27200108860112,1.598708986840321
2021-11-03 11:00:00,1574.4040885416666,190.2127799479167,31.82327941894531,0.4685616744885254,0.1,26.612590930078614,40.82195337539147,1.908589255548039
2021-11-03 12:00:00,1544.5755078125,189.2415950520833,31.218146158854164,0.483461340552954,0.1,25.726556870992532,34.8402574554995,1.8545836415985155
2021-11-03 13:00:00,1493.7727213541666,181.735869140625,28.9310361735026,0.4886691578530623,0.1,23.783619990926265,34.60600700947757,2.067707764542744
2021-11-03 14:00:00,1477.5400520833334,153.14724527994792,29.950635579427086,0.491778171266565,0.1,23.898095978867136,33.07624592915652,1.506592327382215
2021-11-03 15:00:00,1467.9131640625,106.0064933268229,28.132686360677084,0.5052947866439961,0.1,23.98635729584483,35.6713532823239,1.1340845248227043
2021-11-03 16:00:00,1449.8312760416666,68.18520324707032,25.757738444010414,0.502652224494031,0.1,24.644974025662627,34.85711202368176,0.7253223392121443
2021-11-03 17:00:00,1490.9878385416666,12.11572271982829,24.96689168294271,0.5226344661116757,0.1,21.857878539243824,31.652102511547067,0.10609253612168482
2021-11-03 18:00:00,1605.385551301295,0.19502462128798168,28.618056030273436,0.5276702470492395,0.15000000000000002,18.825014266237144,30.66634927138848,0.04597638352898465
2021-11-03 19:00:00,1568.2520429475471,0.04175471385320027,32.54521891276042,0.5290056871605555,0.15000000000000002,20.405300041302386,29.008266225445915,0.021466573503302035
2021-11-03 20:00:00,1486.4789935007145,0.0,35.215091145833334,0.5110386014512697,0.15000000000000002,21.048850121702056,32.16508346979321,0.24809786188982316
2021-11-03 21:00:00,1404.8635292017566,0.0,34.87534322102865,0.5207983286258397,0.15000000000000002,23.023428197172944,32.4992632139395,0.0
2021-11-03 22:00:00,1371.1831866867929,0.0,35.141546630859374,0.526172947588096,0.15000000000000002,23.806017690011245,33.48373893037257,0.0
2021-11-03 23:00:00,1271.63669921875,0.0,34.28086873372396,0.5239476391831579,0.1,28.33637969985378,35.880587201883955,0.218097841631766
2021-11-04 00:00:00,1233.5424934895832,0.0,35.02852783203125,0.5188977560729034,0.1,24.60665535263355,33.95878840447473,0.0
2021-11-04 01:00:00,1209.1369075520834,0.0,34.070326538085936,0.5390322342681396,0.1,27.593277916189574,35.969550265448035,0.007772605310155806
2021-11-04 02:00:00,1188.7689518229167,0.0,31.512568359375,0.5310633503140338,0.1,32.73910441863155,46.12886495491483,0.0
2021-11-04 03:00:00,1184.2588020833332,0.1153683352470398,30.967673950195312,0.5345518360993203,0.1,27.8948017352689,32.842586743692614,0.0
2021-11-04 04:00:00,1207.2518684895833,0.11750596205393472,30.21986612955729,0.5348984184651668,0.1,30.15010603440627,42.81788570873966,0.0
2021-11-04 05:00:00,1292.03880859375,0.09207397858301798,30.53063761393229,0.5417825039450939,0.1,28.469549752340676,33.23677671027373,0.0
2021-11-04 06:00:00,1374.7475911458334,1.9140840582052865,31.028620402018227,0.5225588047248106,0.1,30.693855422398226,42.30550233522811,0.0
2021-11-04 07:00:00,1436.068515625,34.06907750447591,29.30177551269531,0.5292844382105834,0.1,28.798876458313423,36.28568575567614,0.39211561048182736
2021-11-04 08:00:00,1438.3379947916665,107.6868839518229,26.2605723063151,0.545282817905509,0.1,31.953410449048253,43.652377241553275,0.9122271133507851
2021-11-04 09:00:00,1426.8681510416666,175.97586018880207,18.823472391764323,0.5262606749927533,0.1,29.359853247138894,38.9957762230904,1.8102929527382225
2021-11-04 10:00:00,1414.9395963541665,218.7068896484375,17.210466817220052,0.5167769179231279,0.1,26.158887103178778,31.861827035512405,2.419043630650096
2021-11-04 11:00:00,1391.5764192708334,242.3844580078125,20.127718302408855,0.5224298840328224,0.1,28.504912244239314,42.58076786377077,2.4525241506299533
2021-11-04 12:00:00,1361.1263541666665,239.62200032552082,23.970370279947915,0.5210914427885988,0.1,25.88901370088654,38.218952630453465,2.2572724871438616
2021-11-04 13:00:00,1321.9814127604166,226.577607421875,28.477794189453125,0.5278881820873098,0.1,26.14122395207767,37.650750323074234,2.3060273881083075
2021-11-04 14:00:00,1283.3081510416666,199.1939794921875,28.944980672200522,0.5353317184283948,0.1,20.734356367247866,28.81324713408427,2.0877009375814066
2021-11-04 15:00:00,1264.6303776041668,147.00035319010416,28.28797709147135,0.5375833830851499,0.1,22.731796541707954,35.165050382065346,1.600426514344237
